id,per_square_meter_price
COL_306758,44774.360316137456
COL_306763,71752.27018969458
COL_306803,45524.66464233028
COL_306853,36364.64299700844
COL_306892,37259.85190178142
COL_306938,85857.42800238347
COL_307001,52618.26344221535
COL_307043,66955.65045259178
COL_307158,45027.72097693101
COL_307269,45797.798534736496
COL_307356,188436.11720494632
COL_307480,35203.90887232702
COL_307529,46642.79290243166
COL_307623,39658.1691585436
COL_307819,42108.485495586465
COL_307874,44134.10068950534
COL_307945,67180.100902406
COL_307986,85872.85132232225
COL_308206,43496.80615483624
COL_308211,30179.786195132605
COL_308429,75072.68325677521
COL_308446,35969.64557893862
COL_308472,51343.610491027466
COL_308486,57398.63417594252
COL_308492,57645.108212708874
COL_308493,55214.150444453975
COL_308743,43343.54945994091
COL_308803,36129.704357181676
COL_308813,64976.82974665406
COL_308963,54945.879873810845
COL_308966,32566.9868791546
COL_309079,24877.77525126293
COL_309121,31135.8625005209
COL_309434,41200.52815681374
COL_309612,40100.591772376596
COL_309635,17299.841292892503
COL_309640,38269.47111522775
COL_309642,39090.611322260665
COL_309784,28508.79551407464
COL_310093,41109.733790428574
COL_310107,42904.76993724182
COL_310164,42251.939236846694
COL_310207,49834.75450647319
COL_310218,30429.71847527442
COL_310311,41789.11444749212
COL_310315,53813.578840922935
COL_310359,50015.316284736975
COL_310405,77547.39478220424
COL_310447,55047.70789510084
COL_310503,42251.77607186474
COL_310570,35195.22009526077
COL_310590,45485.12087594109
COL_310604,39067.24102270499
COL_310641,137563.39343717994
COL_310642,44326.75710085695
COL_310656,280253.0353402596
COL_310722,35228.13250328707
COL_310897,164782.11867183485
COL_311016,30308.78016697175
COL_311017,44283.02037086759
COL_311018,40835.621850016876
COL_311025,31731.651290952002
COL_311026,38696.059243891796
COL_311068,32943.118663053596
COL_311128,43646.92257018519
COL_311187,112070.2199603061
COL_311188,109033.49990181155
COL_311328,165120.8915125743
COL_311348,42074.313360366184
COL_311537,64678.51103323018
COL_311660,34422.02767027832
COL_311665,40167.63925242698
COL_311698,31575.603107619
COL_311704,366409.42592559924
COL_311870,44461.500752539585
COL_312002,52409.09686824444
COL_312005,168303.48935194343
COL_312006,109784.40451498411
COL_312007,108572.65301452257
COL_312010,95789.07926166404
COL_312014,35589.73135271122
COL_312208,41952.99746444444
COL_312270,50733.4369932928
COL_312284,71926.6662307758
COL_312290,38617.00739812699
COL_312323,57650.71591907759
COL_312335,53305.12377232499
COL_312455,46743.19268717348
COL_312609,45495.16877139093
COL_312628,39014.57863103512
COL_312649,59643.40064795637
COL_312672,36315.8518729415
COL_312673,75443.76056049723
COL_312695,51468.80090069654
COL_312997,301741.6907783252
COL_313006,68607.02767016366
COL_313065,53259.93225437114
COL_313068,52420.66161670687
COL_313211,46280.37879069464
COL_313268,302699.60838729964
COL_313304,43876.26201869181
COL_313352,36682.063857946734
COL_313363,44610.567192684786
COL_313535,75807.37682472247
COL_313559,123276.34114634564
COL_313572,63640.04768086101
COL_313573,63782.08729304163
COL_313574,34295.8232532418
COL_313597,41516.669758566066
COL_313606,47272.93621405776
COL_313694,72606.87404085726
COL_313703,34149.100162616916
COL_313717,95148.73775070455
COL_313789,25526.34916664222
COL_313791,38575.51088499353
COL_313814,62223.07233155742
COL_314054,271522.97469800833
COL_314055,271435.22267458396
COL_314058,269795.4751641121
COL_314069,21912.336661860976
COL_314170,38757.06768905127
COL_314185,44660.22184414744
COL_314186,32272.116060455515
COL_314187,36604.25329682682
COL_314190,61716.79785243251
COL_314196,42083.033669516655
COL_314211,47272.11887186794
COL_314230,47342.531141680745
COL_314308,35051.73778049722
COL_314419,36309.845866715565
COL_314536,39337.17462282387
COL_314628,47169.140095206334
COL_314746,48394.19790805874
COL_314818,49391.334022889045
COL_314821,49029.912474262106
COL_314859,38220.49036478388
COL_314860,32424.738785162066
COL_314899,137155.9345951876
COL_314907,33521.59182542991
COL_314997,30243.07990070668
COL_315015,100690.93019094625
COL_315135,56321.218840052024
COL_315502,41068.39521233485
COL_315578,41778.265908404865
COL_315599,32851.93198809859
COL_315602,35488.727426900245
COL_315621,28611.838424548554
COL_315652,124218.41944324615
COL_315673,412302.37293171557
COL_315724,34551.7096419354
COL_315806,29572.372420406497
COL_315970,52140.84600843518
COL_315976,27791.079069342657
COL_315977,28381.923107845196
COL_316014,42821.30318595815
COL_316015,45713.29932237884
COL_316017,43683.973578329285
COL_316021,44278.24064390494
COL_316022,41351.06520377034
COL_316023,44821.42281077039
COL_316024,42464.93301008763
COL_316025,42619.70897954086
COL_316150,50045.72272040244
COL_316180,98665.20166030718
COL_316181,37514.695699928816
COL_316289,42786.14330956186
COL_316308,22176.035088935776
COL_316323,27822.762410127
COL_316387,27081.699274829574
COL_316388,26580.442119909716
COL_316389,31003.800170423336
COL_316390,30019.174332641705
COL_316392,25174.67104371226
COL_316423,28260.51983909835
COL_316446,50121.45130273943
COL_316448,47565.53509101377
COL_316562,35472.58228994961
COL_316629,38412.936787556755
COL_316720,57457.41694135849
COL_316897,152954.86764230067
COL_316942,34530.31626378584
COL_317174,41421.21561651791
COL_317405,48285.62924856091
COL_317423,46736.7203973932
COL_317789,40156.936379806066
COL_317930,90452.91356783632
COL_318181,79893.69056401968
COL_318209,93866.7575242213
COL_318336,34414.79814690079
COL_318357,28652.674112288834
COL_318384,35777.8766779077
COL_318425,45968.99604868288
COL_318499,28508.736433238915
COL_318575,72209.2047612442
COL_318696,75848.03472317854
COL_318698,526734.7914916927
COL_318712,56502.99962391507
COL_318765,73240.51368395376
COL_319064,77463.52303112944
COL_319104,43656.40779356604
COL_319163,31341.46662684781
COL_319251,44659.09956956913
COL_319500,44208.9425772998
COL_319542,121793.94086074438
COL_319671,52392.37284397971
COL_319675,55597.00916760011
COL_319987,37788.79397325609
COL_319998,51308.75596459619
COL_320000,53301.81501674416
COL_320001,51496.57314280374
COL_320028,33184.20416654275
COL_320128,46662.463461231055
COL_320171,33687.73717639156
COL_320291,40100.933106477365
COL_320376,50142.2968410455
COL_320430,27201.84431745188
COL_320446,37097.311266073884
COL_320452,37819.53521437247
COL_320470,33035.143163590226
COL_320478,41702.47420267162
COL_320498,46962.38210763247
COL_320518,33534.40644271495
COL_320693,80518.87352614016
COL_320824,56015.79359604368
COL_320905,29881.852341241374
COL_320942,148111.53608827144
COL_320966,56839.48306221975
COL_321061,49498.69892601985
COL_321088,43661.66762472833
COL_321099,82243.21577792168
COL_321128,263146.61872346076
COL_321407,171738.2887066526
COL_321417,64215.47704911866
COL_321427,56940.64435686697
COL_321474,34763.17682567997
COL_321621,30870.486869438748
COL_321670,42511.71445831684
COL_321677,33056.51115782774
COL_321820,43234.91846594416
COL_322106,55601.43180768503
COL_322266,29423.375149681084
COL_322288,101342.91249121971
COL_322290,67818.23341136398
COL_322311,45472.46650035477
COL_322356,97945.97234984658
COL_322378,29332.53383310445
COL_322380,43280.77853548722
COL_322428,75143.69129036099
COL_322436,45482.760915072504
COL_322462,49204.915374678436
COL_322463,33816.20453987586
COL_322511,47354.002159211435
COL_322568,41319.73087920553
COL_322595,36479.866946242604
COL_322623,37951.46142120509
COL_322624,87682.91270577103
COL_322665,60598.60665121526
COL_322676,97125.54447780177
COL_322749,45296.37153190555
COL_322954,36575.89984992317
COL_323025,70297.02306640381
COL_323034,53099.873736089445
COL_323061,43864.631909708194
COL_323075,23491.48891482683
COL_323078,37624.35741145188
COL_323084,37708.24916490154
COL_323247,296515.6239652932
COL_323258,60670.536831963036
COL_323261,102150.07599483278
COL_323330,55586.861473921614
COL_323355,46063.01556324135
COL_323590,52017.592987476615
COL_323647,44258.018064122996
COL_323671,48375.02300548286
COL_323683,396248.32396949054
COL_323882,47072.483559840315
COL_323938,122756.05857579799
COL_324197,184063.23057144953
COL_324268,29698.478002789438
COL_324269,33762.403356572606
COL_324455,89193.99248706433
COL_324459,98830.0719430915
COL_324622,45284.14224286952
COL_324655,35447.78893334794
COL_324779,33850.06432914325
COL_324786,85236.82982421973
COL_324787,82580.06719374054
COL_324926,45623.68082576107
COL_324927,52670.085773065395
COL_324936,31162.789641047588
COL_324940,200509.97604879792
COL_324941,55751.12945646625
COL_325131,176068.64812048775
COL_325182,42458.944113838836
COL_325196,51200.1485036084
COL_325210,42874.3359324237
COL_325348,31525.60870963662
COL_325392,34787.53507449179
COL_325405,80676.78456450532
COL_325545,149046.02791152286
COL_325588,69298.350261382
COL_325648,82458.8728376227
COL_325649,83140.2615583869
COL_325650,79366.99926580075
COL_325651,80648.84640776327
COL_325652,75497.46482529915
COL_325653,77821.199323934
COL_325696,66509.29920254616
COL_325699,61518.21687267509
COL_325703,42140.555505949975
COL_325707,61313.21184542861
COL_325847,43649.57322764056
COL_325884,32786.29709369804
COL_325904,52958.97002617347
COL_325905,36567.44829194416
COL_325942,49829.69245200726
COL_325998,121794.04093382497
COL_326043,34322.40095913772
COL_326045,33609.24818142848
COL_326068,46782.071564256476
COL_326108,38978.23745458401
COL_326130,98072.01478457902
COL_326171,34100.53427415182
COL_326268,46597.3812329802
COL_326466,56848.90163810112
COL_326531,33485.03441333898
COL_326680,44740.75191979016
COL_326753,39251.96851315901
COL_326804,48608.5590845844
COL_326997,45117.303172097134
COL_327062,36874.693825338305
COL_327071,25474.85021143681
COL_327138,39714.06557532512
COL_327471,35830.661016805185
COL_327568,34907.22473847891
COL_327627,49182.563969208495
COL_327732,44856.83549132556
COL_328038,85396.90864665389
COL_328039,82620.59509724093
COL_328086,41730.045649919564
COL_328127,81667.62150517854
COL_328128,46554.06590185831
COL_328240,43502.91889814132
COL_328284,46738.49569532151
COL_328358,34117.636279537815
COL_328408,40406.74150131078
COL_328598,38156.30091708336
COL_328785,181066.3797270437
COL_328832,87654.50080021797
COL_328912,62930.25414679465
COL_328916,46332.47573301954
COL_328952,56601.183326917286
COL_328998,37685.60386740351
COL_329153,51682.9052997695
COL_329196,60657.55100250082
COL_329239,86590.27301974069
COL_329262,68387.35542182611
COL_329356,37390.10280060266
COL_329509,179023.11559609717
COL_329554,41494.005828097725
COL_329557,40911.79228061791
COL_329663,34346.03030679025
COL_329708,39724.904688652394
COL_329757,28082.83597056545
COL_329828,51561.76698456199
COL_329829,47228.66272742992
COL_329857,41342.86638764411
COL_330022,45485.195122630386
COL_330075,42631.68961620024
COL_330085,51527.5829528151
COL_330199,61524.05073095262
COL_330234,46959.06615120056
COL_330254,58354.15628705699
COL_330260,56535.3426316513
COL_330277,41575.420325988525
COL_330324,34508.42580631115
COL_330335,27341.32772703725
COL_330474,62747.87255714359
COL_330477,38949.31699626662
COL_330553,89648.99879676073
COL_330624,48852.801071816844
COL_330666,53597.75885720507
COL_331046,65222.80382273325
COL_331047,53724.72658231102
COL_331049,52584.12133447909
COL_331062,152093.2653256521
COL_331205,162155.27963150357
COL_331263,44549.096711400955
COL_331270,46500.8041347174
COL_331278,53858.84159261224
COL_331289,30392.900614887436
COL_331365,87792.24181990243
COL_331412,42266.706082292236
COL_331441,41430.14733862644
COL_331442,40950.292880552144
COL_331466,27209.984513880772
COL_331559,38736.451190510415
COL_331572,45267.19186561722
COL_331601,39257.34656899853
COL_331762,29439.184591690602
COL_332006,35345.33357202349
COL_332433,48579.430294518024
COL_332669,50439.50137136217
COL_332717,29531.39937309593
COL_332726,57179.32932987323
COL_332856,27153.416067388665
COL_332908,118984.89261147952
COL_332909,114158.65916692669
COL_332910,114143.1924099085
COL_332939,40787.467433929356
COL_333190,119357.98904735314
COL_333309,50975.51139897686
COL_333329,39871.44788581021
COL_333350,43498.458239035295
COL_333390,34976.48528306172
COL_333472,47208.76855500955
COL_333473,88053.69321251193
COL_333518,42190.69025207384
COL_333530,124417.78251477229
COL_333545,161720.57912704936
COL_333556,43002.72938494712
COL_333576,36465.56698695543
COL_333736,28651.267522213006
COL_333788,42305.84941421831
COL_333866,32222.28212947115
COL_333867,27879.419502900375
COL_333928,56847.271269466364
COL_333957,42380.286652705516
COL_334037,54652.04698620701
COL_334047,46080.16706044188
COL_334091,97729.95442766006
COL_334183,50167.416415677544
COL_334229,62430.055204184224
COL_334288,167992.9688071259
COL_334468,38933.719139792556
COL_334548,34638.777279388436
COL_334639,38119.27309535973
COL_334741,35490.86244182041
COL_334989,58711.426304813984
COL_335047,72311.95900892705
COL_335092,48954.03000818292
COL_335505,51408.236184851456
COL_335523,56714.65107860176
COL_335574,60845.81687880385
COL_335589,71043.03447632864
COL_335708,43267.176744285985
COL_335714,96799.85773488133
COL_335836,40921.45229844898
COL_336093,37835.20813105074
COL_336095,39683.8629736681
COL_336259,45210.52883322477
COL_336264,37435.908457002064
COL_336267,37163.938028326455
COL_336462,176101.44800240587
COL_336493,122072.5015085492
COL_336495,42388.84239851135
COL_336499,50268.060905408
COL_336531,37864.61019954952
COL_336685,35573.372063739705
COL_336736,82108.88467181711
COL_336855,41364.73268328175
COL_336874,43387.351770349014
COL_336932,33059.46013923042
COL_336963,129258.79109171168
COL_336967,35173.229754267246
COL_337195,56496.903489129385
COL_337254,85352.56940704129
COL_337273,48793.858255597916
COL_337309,50998.99003107897
COL_337318,48150.78986573474
COL_337346,38791.878476170976
COL_337386,39123.37230798071
COL_337590,32213.069054824893
COL_337593,34764.52679304427
COL_337666,38778.64350024765
COL_337681,37713.960979615615
COL_337895,34473.23991085824
COL_337901,95552.13414270392
COL_337971,41701.366101101616
COL_338002,38446.36473230577
COL_338038,57862.17338201899
COL_338039,46147.80613819235
COL_338276,36249.39483440928
COL_338279,58717.842569111344
COL_338421,29541.25375130861
COL_338506,45978.40539160491
COL_338557,66342.38717361353
COL_338558,51281.63857442437
COL_338559,66295.45568950268
COL_338560,51577.14777826518
COL_338561,51918.42536844551
COL_338562,68547.44827237411
COL_338607,54171.141396169885
COL_338609,49740.66526794808
COL_338673,40910.54634848829
COL_338850,32383.35914643805
COL_338864,58005.92494055199
COL_338944,42822.99763694206
COL_339089,93898.3271550002
COL_339113,36483.87080018843
COL_339428,37842.9557405485
COL_339440,29880.50287847683
COL_339645,34159.58406164754
COL_339657,40600.32306213297
COL_339727,50630.578482587065
COL_339728,50449.07867471267
COL_339729,76762.75781754934
COL_339772,57807.87408092844
COL_339793,45562.896183612276
COL_339822,28788.542639650273
COL_339866,52790.78437746815
COL_339878,88645.7869996791
COL_339889,31665.959995448695
COL_339893,35377.98818925797
COL_339912,72751.38297320863
COL_339987,30030.392561641493
COL_339993,76107.10699139354
COL_340011,69489.87754110941
COL_340117,40004.60213563551
COL_340369,40282.30648148759
COL_340447,91884.360357313
COL_340462,47390.45475997118
COL_340506,30485.66982209531
COL_340519,43179.394071015755
COL_340520,43986.39361292664
COL_340521,37697.08811990709
COL_340655,168798.04809844948
COL_340657,43200.746940472935
COL_340794,132165.76457903645
COL_340796,49172.42169299891
COL_340898,87111.26203236144
COL_340975,45874.11893231081
COL_340994,189437.2388911467
COL_340995,167599.5215813202
COL_341014,38414.04043505592
COL_341069,177224.41934322665
COL_341070,39003.442589156635
COL_341184,55317.43631192447
COL_341212,38407.23777750658
COL_341220,44174.955321818015
COL_341237,44697.75608381532
COL_341310,45457.39721770912
COL_341351,34396.75471229468
COL_341414,74763.30132733347
COL_341465,45865.10489480644
COL_341487,29466.028374485406
COL_341496,35581.32289669632
COL_341683,42232.04508221154
COL_341692,34081.4066085631
COL_341722,71866.05512469233
COL_341744,40071.74251763452
COL_341762,50820.63728099939
COL_341805,33080.83884274198
COL_341889,35208.21414940483
COL_341936,47169.81616651016
COL_342040,49626.5874976034
COL_342111,46715.19468311807
COL_342208,44872.09643833509
COL_342209,36298.16782599341
COL_342211,43041.80958948362
COL_342212,37298.70968713759
COL_342258,52357.39825317161
COL_342326,56952.98525826252
COL_342405,87482.27326641577
COL_342407,41906.37648803795
COL_342425,53792.72561162741
COL_342426,54068.646406742
COL_342438,53926.87911663721
COL_342505,57117.60455043749
COL_342623,40673.368891687314
COL_342714,53128.08407752712
COL_342734,34726.090251872025
COL_342947,47570.35069807499
COL_342948,26850.072572359502
COL_343030,42786.64221214704
COL_343036,74125.06724386089
COL_343039,28929.442725343368
COL_343047,47815.21939852243
COL_343070,24042.36347540534
COL_343169,119942.47388379835
COL_343269,39093.21782664165
COL_343324,50384.21923774431
COL_343430,23671.971943872315
COL_343527,28174.562102025557
COL_343636,37768.59037337197
COL_343649,44205.58986218565
COL_343852,45796.14319957407
COL_343866,87799.30149603364
COL_343993,73322.65032136864
COL_344179,45461.2822102375
COL_344278,48872.73689910791
COL_344298,35434.947947553366
COL_344312,53936.647974512394
COL_344350,37269.725210941455
COL_344578,41819.95101686636
COL_344772,28707.37439314787
COL_344807,44622.258375425634
COL_344844,37430.89603019033
COL_344845,53710.67475381522
COL_344887,34531.297681842145
COL_344960,42423.69003364922
COL_344969,285573.5897621855
COL_345017,36064.130056156995
COL_345055,37157.62997900503
COL_345062,91870.79596342468
COL_345102,72201.96390102108
COL_345117,95165.84633440603
COL_345119,81363.91572087468
COL_345171,40552.48003932524
COL_345187,71705.74244865609
COL_345195,184387.03775642387
COL_345287,40801.78877927304
COL_345351,65907.4170841543
COL_345558,36697.931214253585
COL_345594,39039.36887169495
COL_345718,43543.766119427964
COL_345723,39103.10823269024
COL_345736,45542.58238393982
COL_345839,50044.819650583224
COL_345884,31252.133972144657
COL_345971,31356.23008187241
COL_345996,44938.02515765284
COL_346013,173254.8644552632
COL_346015,178463.52378214482
COL_346208,49160.309011539895
COL_346276,40085.754042109904
COL_346296,44337.16954869327
COL_346516,44641.071276630784
COL_346518,45955.90497943788
COL_346522,91795.49778804535
COL_346623,66312.84819219631
COL_346677,118910.80559232962
COL_346698,50130.1473247891
COL_346776,75300.37661942116
COL_346813,48588.145950111066
COL_346829,43500.79313422408
COL_346974,48167.04140904652
COL_346975,49399.595196470225
COL_347000,59709.47238299673
COL_347011,81498.09849656723
COL_347186,54849.99565695539
COL_347284,42526.88287828137
COL_347293,28420.690249452262
COL_347332,33759.98405992479
COL_347353,46699.69802099668
COL_347436,46821.13509804027
COL_347488,35906.1640169565
COL_347618,41400.60510972099
COL_347620,33826.35655176944
COL_347621,68951.31273636108
COL_347634,50402.149962470015
COL_347686,41493.14177764743
COL_347694,37426.39581927483
COL_347737,92686.49447375823
COL_347777,54459.66861687297
COL_347852,40985.18536885036
COL_347970,39643.68339798731
COL_348009,36819.39027442648
COL_348076,97582.0709240712
COL_348077,64405.49138689175
COL_348272,52100.30500299546
COL_348274,58022.287027493585
COL_348275,53076.7817183891
COL_348278,43592.454942093136
COL_348281,47342.29688194006
COL_348383,68622.52919285485
COL_348436,34811.40515981897
COL_348447,31700.347515499197
COL_348483,37820.46971866192
COL_348681,60439.4892598698
COL_348731,42421.791620376636
COL_348733,55680.92235269373
COL_348757,50759.31582412775
COL_348893,52409.83028273923
COL_349002,173997.86841719178
COL_349029,61407.30201660128
COL_349110,33453.49574608617
COL_349213,40500.78884702081
COL_349214,42004.79357717895
COL_349215,28088.51536913828
COL_349216,40334.77042871276
COL_349601,38354.36881486561
COL_349602,40309.330005038915
COL_349643,29272.906804786526
COL_349719,56970.16863577754
COL_349774,37465.30593333866
COL_349777,32998.24751517893
COL_350115,48366.369319670615
COL_350169,33243.93022136295
COL_350175,86415.57385288716
COL_350245,47375.28055021776
COL_350246,47824.10647212056
COL_350338,53279.26998673021
COL_350353,35320.09055050898
COL_350357,43964.57996942753
COL_350456,42742.423325451964
COL_350457,36608.235096307704
COL_350458,47190.86907520853
COL_350459,44184.34989674981
COL_350476,52681.98402205335
COL_350497,342397.1959260274
COL_350564,322984.93184306734
COL_350594,55260.48825710296
COL_350743,45135.168568652676
COL_350761,86542.78226641675
COL_350762,94323.7259543143
COL_350764,53136.98458929292
COL_350784,48657.41794969018
COL_350851,46107.73104548499
COL_351049,42566.44256367864
COL_351088,313017.8650588322
